id,nom,departement,ville,cp,type,no2_2017,pm10_2017,pm25_2017,geometry,nb_equipements_ville
0750026W,L'Enseignement par petits groupes (Ecole secondaire privée),75,Paris 15,75015,secondaire,37.345489311218266,21.78288936355787,13.549347350597383,"c(2.2908106734441, 48.8421565600018)",197
0750106H,Ecole technologique privée CCIP Centre des Formations Industrielles,75,Paris 20,75020,secondaire,43.208738183975214,23.02060820066938,14.42964349448681,"c(2.40580700033425, 48.8756657433978)",197
0750132L,Ecole primaire privée Notre-Dame-Saint Roch,75,Paris 01,75001,primaire,37.65565361976624,20.867075388397147,12.56147220209241,"c(2.33270615799049, 48.8661396641722)",14
0750136R,Ecole primaire privée Saint-Sauveur,75,Paris 02,75002,primaire,42.77200256407261,22.650735470424088,15.11874021410942,"c(2.34734689771536, 48.8668886093452)",26
0750138T,Ecole primaire privée Sainte Geneviève du Marais,75,Paris 03,75003,primaire,37.10720726966858,20.717201251280898,12.654442788362502,"c(2.36480092620121, 48.8569700986785)",41
0750141W,Ecole primaire privée Massillon,75,Paris 04,75004,primaire,36.909304797649376,20.70943606426244,12.648756046593189,"c(2.36311683714412, 48.8520228061988)",42
0750142X,Ecole primaire privée Saint Jean Gabriel,75,Paris 04,75004,primaire,56.46339307546616,28.72196162929481,14.56712307661772,"c(2.35172741928641, 48.8589568008713)",42
0750145A,Ecole élémentaire privée Les Francs Bourgeois,75,Paris 04,75004,primaire,53.00400213718415,26.611553027304023,16.984437627792357,"c(2.36578441706958, 48.8535442911912)",42
0750148D,Ecole primaire privée Sinaï,75,Paris 18,75018,primaire,36.8137561571598,20.50715500033222,12.508992392420769,"c(2.36600164488975, 48.8944948956878)",172
0750149E,Ecole primaire privée Sainte Catherine,75,Paris 05,75005,primaire,36.76014114618302,20.707205120677354,12.647195068001746,"c(2.3508215170127, 48.8502758324516)",64
0750150F,Ecole primaire privée Sainte Geneviève,75,Paris 05,75005,primaire,36.23813299298287,20.604445548839024,12.573581624403596,"c(2.3506434893413, 48.8458617156269)",64
0750151G,Ecole primaire privée Soeur Rosalie Louise de Marillac,75,Paris 05,75005,primaire,40.60807971954346,22.36261985275663,13.94319778084755,"c(2.35623153284056, 48.8408024289818)",64
0750153J,Ecole primaire privée Saint Victor,75,Paris 05,75005,primaire,39.60008019208908,21.84062425472797,13.49918066263199,"c(2.35355483660239, 48.8470115743346)",64
0750154K,Ecole élémentaire privée Sévigné,75,Paris 05,75005,primaire,35.534274919331075,20.509806949972607,12.505391658353618,"c(2.33938049535103, 48.8407555246058)",64
0750161T,Ecole primaire privée Sainte Geneviève,75,Paris 06,75006,primaire,39.269264221191406,21.874683328955705,13.459856748580933,"c(2.33137094757027, 48.8457987255781)",53
0750164W,Ecole primaire privée Bossuet,75,Paris 06,75006,primaire,48.53756356239319,25.3390993094485,17.247443050146103,"c(2.3317005609002, 48.8480417747527)",53
0750167Z,Ecole primaire privée Stanislas,75,Paris 06,75006,primaire,35.313203376340674,20.441905496249262,12.468854486942291,"c(2.32743548428265, 48.8444357160638)",53
0750168A,Ecole primaire privée Sainte Marie de Sion,75,Paris 06,75006,primaire,35.3469038804993,20.467003169696653,12.4893194520846,"c(2.33232484272976, 48.8418603445955)",53
0750169B,Ecole primaire privée Alsacienne,75,Paris 06,75006,primaire,36.398668345808986,20.870831943279263,12.853870776891709,"c(2.33381959888431, 48.8410043880873)",53
0750171D,Ecole élémentaire privée L'Alma,75,Paris 07,75007,primaire,44.72172508001328,23.819357367149117,15.111663311570885,"c(2.30268361149813, 48.860111937288)",54
0750175H,Ecole primaire privée Saint Thomas d'Aquin,75,Paris 07,75007,primaire,41.27669779777526,22.416701855574463,13.087342419028282,"c(2.33023256131885, 48.8552796870927)",54
0750176J,Ecole primaire privée Sainte Clotilde,75,Paris 07,75007,primaire,41.00181170523167,22.39500948813528,14.064301990568636,"c(2.323385395814, 48.8555910143912)",54
0750179M,Ecole primaire privée Active Bilingue Jeannine Manuel,75,Paris 15,75015,primaire,34.40091831684113,20.18928586315879,12.3143143761158,"c(2.29496762225936, 48.8527495596264)",197
0750182R,Collège privé Saint Louis,75,Paris 18,75018,secondaire,38.80123901367188,21.069611487929286,12.66200182288885,"c(2.3397539199419, 48.8942028711477)",172
0750185U,Ecole primaire privée Sainte Jeanne-Elisabeth,75,Paris 07,75007,primaire,35.12709534466266,20.39707983752965,12.420916378032416,"c(2.31364079601106, 48.8496779971947)",54
0750187W,Ecole primaire privée Active Bilingue Jeannine Manuel,75,Paris 07,75007,primaire,37.432257181406015,21.41181109128157,13.344514366984368,"c(2.30726690026717, 48.847444121225)",54
0750195E,Ecole primaire privée Saint Pierre de Chaillot,75,Paris 08,75008,primaire,35.25960883170366,20.30797465441244,12.41610017105937,"c(2.29935770218258, 48.8698504532229)",46
0750199J,Ecole primaire privée Hattemer,75,Paris 08,75008,primaire,39.64492983818055,21.68246536377161,13.287757381796837,"c(2.32549152810142, 48.8784031062283)",46
0750203N,Ecole primaire privée Fénelon-Sainte Marie,75,Paris 08,75008,primaire,37.01546457529068,20.652162564074715,12.70047490298748,"c(2.31657901928816, 48.880633274431)",46
0750204P,Ecole maternelle privée Le Petit cours du Rocher,75,Paris 08,75008,primaire,36.511663656234745,20.446138181691538,12.471403880119324,"c(2.31925501847035, 48.8785989346967)",46
0750206S,Ecole élementaire privée Active Bilingue Jeannine Manuel,75,Paris 15,75015,primaire,33.35219808369875,20.1402149921197,12.334934237897397,"c(2.2908939752778, 48.8477511139434)",197
0750209V,Ecole primaire privée Notre-Dame de Lorette,75,Paris 09,75009,primaire,42.42862785696983,22.49524576965627,12.840798410773278,"c(2.34168790709411, 48.8774869106135)",68
0750210W,Ecole primaire privée La Trinité,75,Paris 09,75009,primaire,37.587273564934726,20.785756585116424,13.203417823314666,"c(2.32780217556725, 48.8788639719907)",68
0750212Y,Ecole primaire privée Bossuet-Notre-Dame,75,Paris 10,75010,primaire,37.14361604034901,20.56819366200301,12.546597075760364,"c(2.35074475698555, 48.874374308918)",93
0750215B,Ecole primaire privée Saint Laurent,75,Paris 10,75010,primaire,54.14547938108444,27.10168577063183,18.148507153242825,"c(2.36291961560629, 48.8807494449495)",93
0750218E,Ecole primaire privée Saint-Joseph,75,Paris 11,75011,primaire,37.05415088653564,20.592204856602336,12.561098118275403,"c(2.3742526104177, 48.8692509734171)",130
0750219F,Ecole primaire privée Saint Vincent de Paul,75,Paris 10,75010,primaire,37.204027911853046,20.565041704212994,12.545887227123604,"c(2.35075704941851, 48.8789663800439)",93
0750222J,Ecole élémentaire privée Charles Péguy,75,Paris 11,75011,primaire,51.147015833854674,25.981323616657757,17.159361765384674,"c(2.36747449155907, 48.8624019285729)",130
0750223K,Ecole primaire privée Sainte Marguerite,75,Paris 11,75011,primaire,36.60363825848326,20.60277823144238,12.568084877240471,"c(2.37972952579161, 48.8545374287164)",130
0750225M,Ecole primaire privée Saint Paul,75,Paris 11,75011,primaire,45.65038242340088,23.70800399938591,14.16761556863785,"c(2.37749769222703, 48.8679521614784)",130
0750227P,Ecole primaire privée Saint Ambroise,75,Paris 11,75011,primaire,37.24961987733842,20.728669444103243,12.617291872501372,"c(2.37715210621047, 48.8635633759879)",130
0750229S,Ecole primaire privée Fénelon-Sainte Marie,75,Paris 08,75008,primaire,36.54134528160096,20.454547959530814,12.47661379352212,"c(2.32036245699216, 48.8766977329247)",46
0750234X,Ecole primaire privée Eugène Napoléon Saint Pierre Fourier,75,Paris 12,75012,primaire,40.26356265544891,22.07493937771298,13.697713000178336,"c(2.39159956478559, 48.848984619027)",131
0750236Z,Ecole primaire privée Saint Michel de Picpus,75,Paris 12,75012,primaire,38.28684774637222,21.513137197510503,13.2367036691308,"c(2.40169001878382, 48.8442833138815)",131
0750239C,Ecole primaire privée Saint Eloi,75,Paris 12,75012,primaire,40.358525204658505,22.26357702754543,13.843781951069833,"c(2.39119532003276, 48.8435774333019)",131
0750241E,Ecole primaire privée L'Immaculée-Conception,75,Paris 12,75012,primaire,36.22465069293976,20.7409928796987,12.683175801336766,"c(2.40236229034087, 48.8423377666925)",131
0750242F,Ecole primaire privée Cours Molière,75,Paris 12,75012,primaire,38.82728670179844,21.83326209857164,13.522649723291398,"c(2.40754141543302, 48.8359789697657)",131
0750243G,Ecole primaire privée Saint-Esprit,75,Paris 12,75012,primaire,36.54657098591328,20.98549173953711,12.878819907456636,"c(2.3950047318476, 48.8355106035197)",131
0750245J,Ecole Primaire Privée Saint-Marcel,75,Paris 13,75013,primaire,35.01791706085206,20.532652945582,12.524918019771576,"c(2.35529437199489, 48.8363761014656)",187
0750246K,Ecole primaire privée Sainte Anne Sainte Marie,75,Paris 13,75013,primaire,34.19869050502777,20.411711232782764,12.451143711209298,"c(2.34830289594459, 48.8235967963317)",187
0750249N,Ecole primaire privée Sainte Jeanne d'Arc,75,Paris 13,75013,primaire,34.285662245750416,20.523471190114783,12.519317233562468,"c(2.37142281914136, 48.8309245369774)",187
0750255V,Ecole primaire privée Sainte Elisabeth de Plaisance,75,Paris 14,75014,primaire,34.45748413801193,20.47387435721864,12.454162889719008,"c(2.31688647253301, 48.835259050609)",115
0750256W,Ecole primaire privée Le Sacré-Coeur,75,Paris 14,75014,primaire,34.37991678118706,20.368159650432148,12.423828818649056,"c(2.32661204014301, 48.834028098505)",115
0750259Z,Ecole primaire privée La Bruyère-Sainte Isabelle,75,Paris 14,75014,primaire,33.451691436767575,20.26251012602036,12.359193431735038,"c(2.31933617093177, 48.8282578962756)",115
0750261B,Ecole primaire privée Charles de Foucauld,75,Paris 14,75014,primaire,33.422907371521,20.33041699473847,12.649609180688858,"c(2.30905397282294, 48.8303394513978)",115
0750263D,Ecole primaire privée Saint Louis,75,Paris 15,75015,primaire,40.53293027877808,22.804765365132845,13.68634621977806,"c(2.29795786387181, 48.8385751576925)",197
0750265F,Ecole primaire privée Blomet,75,Paris 15,75015,primaire,44.14229694604873,23.864441646872365,15.800057146698236,"c(2.30892072566118, 48.8440900639954)",197
0750266G,Ecole primaire privée Saint Charles,75,Paris 15,75015,primaire,32.958556320285425,20.116549590737645,12.269260534644127,"c(2.29558375032493, 48.8390297727045)",197
0750268J,Ecole primaire privée Saint Joseph de Grenelle,75,Paris 15,75015,primaire,34.64273734092713,20.68378937703084,12.891371148228648,"c(2.29278986074574, 48.8429048596276)",197
0750271M,Ecole primaire privée Sainte Elisabeth,75,Paris 15,75015,primaire,40.307546806335445,22.931420440001336,14.158955877423288,"c(2.28609945276399, 48.8428147560127)",197
0750274R,Ecole élémentaire privée Ecole la Salle - Notre-Dame de la Gare,75,Paris 13,75013,primaire,34.449980092048655,20.5185218553988,12.516298172473906,"c(2.37261264241395, 48.8301977975733)",187
0750275S,Ecole primaire privée Notre-Dame de France,75,Paris 13,75013,primaire,38.40867349743843,21.757042862259667,13.360292600393294,"c(2.3413607924318, 48.8330561618238)",187
0750281Y,Ecole primaire privée La Croix,75,Paris 15,75015,primaire,33.82767786979676,20.248916598537257,12.35076216354966,"c(2.30782958370786, 48.839860327064)",197
0750282Z,Ecole primaire privée Les Saints-Anges,75,Paris 15,75015,primaire,38.41614642143249,22.16743646806524,13.625043466091157,"c(2.30355629600109, 48.8350023022562)",197
0750285C,Ecole primaire privée Lamazou,75,Paris 16,75016,primaire,30.635756492614743,19.846452229675972,12.088819716125728,"c(2.26240870257577, 48.8412410299546)",123
0750286D,Ecole primaire privée Saint Honoré d'Eylau,75,Paris 16,75016,primaire,32.00604834122583,19.928267705426883,12.15482463936787,"c(2.27157102286537, 48.8531903987412)",123
0750287E,Ecole primaire privée Saint François d'Eylau,75,Paris 16,75016,primaire,49.8271609902382,25.916994292772277,16.06552469521761,"c(2.28238952497046, 48.8703965551178)",123
0750292K,Ecole primaire privée Pascal,75,Paris 16,75016,primaire,42.34145025968551,23.505609300720124,15.98644877523184,"c(2.2721539150368, 48.8669765809098)",123
0750294M,Ecole primaire privée Saint Louis de Gonzague,75,Paris 16,75016,primaire,33.32646035432816,20.06869687936724,12.240965738147498,"c(2.28085880410866, 48.8613911634221)",123
0750295N,Ecole primaire privée L'Assomption,75,Paris 16,75016,primaire,37.1104929727316,21.00353691087439,12.431134121119976,"c(2.29429925724406, 48.8668798703383)",123
0750297R,Ecole primaire privée Notre-Dame des Oiseaux,75,Paris 16,75016,primaire,30.633863841183484,19.766262660889083,12.05496394574642,"c(2.26137519090493, 48.8464824800858)",123
0750300U,Ecole primaire privée Gerson,75,Paris 16,75016,primaire,32.758392337989065,20.002655117015976,12.205445464514195,"c(2.2750547305736, 48.860714904362)",123
0750301V,Ecole primaire privée La Providence Passy,75,Paris 16,75016,primaire,32.89128834903239,20.01440690811997,12.207830834388734,"c(2.27597064507991, 48.8619939357714)",123
0750302W,Ecole primaire privée Les Moineaux,75,Paris 16,75116,primaire,34.31909104585648,20.1653929460398,12.313095100596549,"c(2.28734726430696, 48.8655571042217)",123
0750305Z,Ecole primaire privée Saint Jean de Passy,75,Paris 16,75016,primaire,40.55048748075962,23.099540559965718,14.588236606121065,"c(2.27843839647491, 48.8544731269123)",123
0750314J,Ecole primaire privée Sainte Marthe,75,Paris 17,75017,primaire,40.40468505859376,21.875327899695613,12.86625450849533,"c(2.32497538498862, 48.8929774382888)",132
0750318N,Ecole primaire privée Sainte Ursule-Louise de Bettignies,75,Paris 17,75017,primaire,37.18458822965622,20.827888463801504,12.629403200745582,"c(2.29890470962537, 48.8861860911818)",132
0750321S,Ecole primaire privée Blanche de Castille,75,Paris 17,75017,primaire,35.39681970477105,20.21493188015762,12.330191316604612,"c(2.28963723107396, 48.8826636321593)",132
0750323U,Ecole primaire privée Le Sacré-Coeur,75,Paris 17,75017,primaire,36.83440663933754,20.539405763401877,12.710996812582016,"c(2.32550990039076, 48.8903553200848)",132
0750325W,Ecole primaire privée Fénelon-Sainte Marie,75,Paris 17,75017,primaire,36.419797846972926,20.455002649559862,12.526825632750988,"c(2.31371668484573, 48.8826152218008)",132
0750326X,Ecole élémentaire privée Sainte Marie des Batignolles,75,Paris 17,75017,primaire,36.45466634750366,20.429016103634304,12.46088989377022,"c(2.31802352447551, 48.8878847310768)",132
0750330B,Lycée technologique privé Ecole Technique Supérieure du Laboratoire,75,Paris 13,75013,secondaire,37.69647024869919,21.67848126811606,13.39512352347374,"c(2.37318585480374, 48.8280692929835)",187
0750337J,Ecole primaire privée Saint Jean de Montmartre,75,Paris 18,75018,primaire,38.87091129779815,21.24531705400856,14.078693220615389,"c(2.33376802831488, 48.8882071957477)",172
0750338K,Ecole primaire privée Sainte Marie,75,Paris 18,75018,primaire,42.28346204757691,21.819993776544088,13.359112672954796,"c(2.35177947142021, 48.8953063847284)",172
0750340M,Ecole primaire privée Saint Louis,75,Paris 18,75018,primaire,38.80123901367188,21.069611487929286,12.66200182288885,"c(2.3397539199419, 48.8942028711477)",172
0750341N,Ecole primaire privée Le Sacré-Coeur,75,Paris 18,75018,primaire,37.18303891420365,20.512494122825625,12.512251843512058,"c(2.3615139550047, 48.8937479997589)",172
0750346U,Ecole primaire privée Saint Bernard - Sainte Marie,75,Paris 18,75018,primaire,37.35435057654977,20.55185621961853,12.555328575149176,"c(2.35625375376595, 48.888202492726)",172
0750349X,Ecole primaire privée Saint Georges,75,Paris 19,75019,primaire,37.53203485488892,20.73964880823096,12.614746378064156,"c(2.37510836370858, 48.8811005718822)",228
0750352A,Ecole primaire privée Saint Jean-Baptiste de Belleville,75,Paris 19,75019,primaire,36.93425352573395,20.555970169608266,12.538985487222671,"c(2.38360083783076, 48.8762477439932)",228
0750353B,Ecole primaire privée Sainte Thérèse,75,Paris 19,75019,primaire,37.587523233890536,20.782493448606477,12.591489871591328,"c(2.38146769064789, 48.8874450654804)",228
0750356E,Ecole élémentaire spéciale privée Votre Ecole Chez Vous,75,Paris 11,75011,primaire,36.72486288785935,20.586499963088173,12.557605741620064,"c(2.38474412549297, 48.8614127453245)",130
0750358G,Ecole primaire privée La Providence,75,Paris 20,75020,primaire,36.110068007516674,20.5389535636481,12.528761544823643,"c(2.40431082370652, 48.8535363421358)",197
0750360J,Collège Claude Chappe,75,Paris 19,75019,secondaire,36.90107504487038,20.54777409097295,12.53387662947178,"c(2.38535422387236, 48.8775185218836)",228
0750362L,Collège Beaumarchais,75,Paris 11,75011,secondaire,38.559869694709775,21.17781216940547,12.72283012211323,"c(2.36690007614292, 48.8642425471619)",130
0750366R,Ecole primaire privée Sainte Louise,75,Paris 20,75020,primaire,37.027229008674624,20.64565081575365,12.832298192977904,"c(2.38907821211082, 48.8730723977675)",197
0750387N,Collège Pierre Jean de Béranger,75,Paris 03,75003,secondaire,37.067707256507134,20.60688326849624,12.573876461870968,"c(2.36420885726323, 48.8651689938416)",41
0750407K,Collège Rognoni,75,Paris 05,75005,secondaire,36.57526268780232,20.67532942359096,12.62444085776806,"c(2.35327491465855, 48.8482655657098)",64
0750419Y,Lycée professionnel Mécanique automobile Camille Jenatzy,75,Paris 18,75018,secondaire,36.70947715997696,20.548868590237927,12.721803903579712,"c(2.36852901464611, 48.8998906589521)",172
0750428H,Lycée polyvalent Jacques MONOD - Lycée des métiers des carrières sanitaires et sociales,75,Paris 05,75005,secondaire,37.4288824224472,20.946123806910517,12.977239902019502,"c(2.34219076987885, 48.8476043648305)",64
0750429J,Collège Roland Dorgelès,75,Paris 18,75018,secondaire,48.10441647171975,24.653256773308428,17.11148503422737,"c(2.34785943227755, 48.888233510798)",172
0750436S,Lycée professionnel Claude Anthime Corbon - Lycée des métiers de la communication et de la gestion d'entreprise,75,Paris 15,75015,secondaire,33.21474769115448,20.174292669006288,12.305230214595795,"c(2.30323519201009, 48.8363980574537)",197
0750444A,Collège Georges Courteline,75,Paris 12,75012,secondaire,49.304524981975554,25.63154799953137,16.32424434274435,"c(2.40571900699735, 48.8440641671152)",131
0750445B,Collège Alberto Giacometti,75,Paris 14,75014,secondaire,34.02755408406259,20.367544992997075,12.496320440620185,"c(2.31495433205686, 48.8342443006568)",115
0750463W,Lycée polyvalent Lucas de Nehou - Lycée des métiers des arts du verre et des structures verrières,75,Paris 14,75014,secondaire,33.41356489658355,20.27650903531663,12.36791687607765,"c(2.32411182688905, 48.8252261972475)",115
0750465Y,Collège Lucie et Raymond Aubrac,75,Paris 11,75011,secondaire,37.04150409698487,20.59421968997965,12.562360525131226,"c(2.37430984446312, 48.8682314218748)",130
0750478M,Collège Jean-Baptiste Clément,75,Paris 20,75020,secondaire,36.72789129018784,20.55291143939168,12.537116959691048,"c(2.38937509609748, 48.8699604124826)",197
0750484U,Collège Wolfgang Amadeus Mozart,75,Paris 19,75019,secondaire,36.880185161232944,20.53575406732996,12.51699198735878,"c(2.37930262147148, 48.8895733503254)",228
0750502N,Lycée polyvalent Maximilien Vox-arts appliqués - design de communication - industries graphiques,75,Paris 06,75006,secondaire,45.3393653702736,24.03393012761036,16.751511812508106,"c(2.33206297858167, 48.8518741662634)",53
0750507U,Collège Georges Brassens,75,Paris 19,75019,secondaire,36.792487492561335,20.51797064899232,12.515695267319678,"c(2.38635202305476, 48.8843684281406)",228
0750508V,Lycée professionnel Charles de Gaulle,75,Paris 20,75020,secondaire,36.3869537448883,20.55679315192458,12.53959733694792,"c(2.39737357808876, 48.8580460089118)",197
0750523L,Section d'enseignement professionnelle du lycee polyvalent Boulle,75,Paris 12,75012,secondaire,36.14317283034325,20.57014966996739,12.547791330069302,"c(2.39150433165572, 48.8467537351453)",131
0750525N,Collège Moulin des Prés,75,Paris 13,75013,secondaire,36.65474148094654,21.27396726634538,13.117899881303307,"c(2.35271160831387, 48.8287777612695)",187
0750546L,Collège Georges Clémenceau,75,Paris 18,75018,secondaire,37.64746169373392,20.53650053928401,12.524227888393217,"c(2.35153597300592, 48.8890125086767)",172
0750550R,Collège Lucie Faure,75,Paris 20,75020,secondaire,40.65628434896469,22.29842815885636,13.849390887916089,"c(2.40649940720261, 48.8509166194646)",197
0750552T,Collège Françoise Dolto,75,Paris 20,75020,secondaire,57.48159757256508,28.40528084881541,16.660123582184312,"c(2.38689597157958, 48.8739569773117)",197
0750553U,Lycée professionel Gaston Bachelard,75,Paris 13,75013,secondaire,34.11574604911729,20.427005825832843,12.460863707470708,"c(2.36033944033576, 48.8207145248051)",187
0750558Z,Lycée polyvalent Paul Poiret,75,Paris 11,75011,secondaire,36.655601516771135,20.60727095970633,12.570435466766355,"c(2.37501781503592, 48.8545587785744)",130
0750575T,Collège Sonia Delaunay,75,Paris 19,75019,secondaire,36.97191588025075,20.538212107573745,12.528053979277612,"c(2.37811861236737, 48.8859393362922)",228
0750584C,Collège Valmy,75,Paris 10,75010,secondaire,41.73302640199661,22.330269819037856,13.71258061349392,"c(2.3683088380618, 48.8816134792173)",93
0750588G,Lycée professionnel René Cassin,75,Paris 16,75016,secondaire,40.91035830736159,23.80551919728553,15.13312435090542,"c(2.26383249187249, 48.8398953447977)",123
0750591K,Collège Henri Matisse,75,Paris 20,75020,secondaire,37.47466542720795,20.98417865619735,12.884339022636414,"c(2.40197410189874, 48.8564565606677)",197
0750597S,Ecole primaire privée Notre-Dame de Lourdes,75,Paris 20,75020,primaire,36.52307069401722,20.52028213261406,12.516555577516556,"c(2.39787271122982, 48.8714657813681)",197
0750598T,Ecole primaire privée Notre-Dame de La Croix,75,Paris 20,75020,primaire,38.66937398850918,21.31072828748064,13.36442974805832,"c(2.39493168233278, 48.8682106410677)",197
0750599U,Ecole élémentaire privée Saint Germain de Charonne,75,Paris 20,75020,primaire,44.44960308074951,23.641520937612853,14.126986122131347,"c(2.40474101550908, 48.8610929883913)",197
0750601W,Ecole primaire privée Lucien de Hirsch,75,Paris 19,75019,primaire,37.08061942100525,20.56420492095713,12.543913226127623,"c(2.37616952786642, 48.8798227627156)",228
0750602X,Ecole primaire,75,Paris 15,75015,primaire,44.286953759193416,24.529288952791543,15.216631746292112,"c(2.29321431014972, 48.831801916922)",197
0750603Y,Ecole maternelle,75,Paris 09,75009,primaire,38.14928651452065,21.00382109372987,13.1482624322176,"c(2.32857487287664, 48.8829153096265)",68
0750604Z,Ecole maternelle,75,Paris 09,75009,primaire,47.74070786237717,24.135862159587056,15.937435566782952,"c(2.34494869516353, 48.8777557121015)",68
0750605A,Ecole primaire,75,Paris 11,75011,primaire,46.5438667678833,24.3419379522541,15.74527747154236,"c(2.37879099268107, 48.8597550754672)",130
0750607C,Collège Alain Fournier,75,Paris 11,75011,secondaire,43.05585334300995,22.971083374879285,15.93378218561411,"c(2.38384671453868, 48.8582298406561)",130
0750608D,Collège Anne Frank,75,Paris 11,75011,secondaire,36.509717303514485,20.60263842477118,12.567609586566686,"c(2.37903298366814, 48.8519167032985)",130
0750609E,Collège Paul Verlaine,75,Paris 12,75012,secondaire,36.00063181161881,20.5839125062996,12.556186454296112,"c(2.37529154583648, 48.8426401499673)",131
0750610F,Collège Jules Verne,75,Paris 12,75012,secondaire,35.59063305974006,20.540577255540484,12.529752130806449,"c(2.39417049269164, 48.837543439523)",131
0750611G,Collège Jean Moulin,75,Paris 14,75014,secondaire,40.15963025987149,22.61309871061713,13.96199655532837,"c(2.32842214659783, 48.8277183734011)",115
0750612H,Lycée technologique Ecole Nationale Supérieure des Arts Appliqués,75,Paris 15,75015,secondaire,43.176592787504205,24.03741399213016,15.639279353618624,"c(2.29501832738669, 48.8336904611927)",197
0750647W,Lycée général et technologique Turgot,75,Paris 03,75003,secondaire,57.97100393772125,28.44558433096577,17.93473803564906,"c(2.35861616998662, 48.8661383233838)",41
0750648X,Lycée général Victor Hugo,75,Paris 03,75003,secondaire,37.05181334733963,20.68364554618876,12.629103801548482,"c(2.36316296588655, 48.8575037006112)",41
0750650Z,Lycée polyvalent d'Alembert - Lycée des métiers de la mode et de l'esthétique,75,Paris 19,75019,secondaire,36.63209658801556,20.52102315015116,12.600899496376517,"c(2.3934456058805, 48.8882437856968)",228
0750651A,Lycée général et technologique Simone Weil,75,Paris 03,75003,secondaire,37.09235762953758,20.65465825678508,12.672399490177632,"c(2.3640277962019, 48.8613530117556)",41
0750652B,Lycée général Charlemagne,75,Paris 04,75004,secondaire,36.71215237479191,20.60552957907055,12.569373100996016,"c(2.36048259141608, 48.8542382521313)",42
0750653C,Lycée général et technologique Sophie Germain,75,Paris 04,75004,secondaire,37.011778706908224,20.702887655395024,12.646151558756827,"c(2.35819076527591, 48.8548600245871)",42
0750654D,Lycée général Henri IV,75,Paris 05,75005,secondaire,36.0993689417839,20.55922539028669,12.541127357631922,"c(2.34738327041172, 48.8463575101068)",64
0750655E,Lycée général Louis Le Grand,75,Paris 05,75005,secondaire,57.04928474426269,28.67180940715971,19.436760380864143,"c(2.34416844560443, 48.8480055440242)",64
0750656F,Lycée général Lavoisier,75,Paris 05,75005,secondaire,35.67017422944307,20.525818026762515,12.562284839004276,"c(2.33929472702207, 48.8423622153464)",64
0750657G,Lycée général Montaigne,75,Paris 06,75006,secondaire,35.65819182634354,20.50010833020505,12.504357108473778,"c(2.33614443349705, 48.8441848723635)",53
0750658H,Lycée général Saint Louis,75,Paris 06,75006,secondaire,46.36883166074753,24.340680043299237,14.473417063057422,"c(2.34169217346311, 48.8491026522759)",53
0750660K,Lycée général Fénelon,75,Paris 06,75006,secondaire,36.35863644599914,20.54997364089601,12.53506437540054,"c(2.34078723878192, 48.8532023334546)",53
0750662M,Lycée général Victor Duruy,75,Paris 07,75007,secondaire,40.99814756035805,22.498730270435008,14.722309327125547,"c(2.31484654440636, 48.8522912513097)",54
0750663N,Lycée général et technologique Chaptal,75,Paris 08,75008,secondaire,62.31459947586059,29.978263846717297,19.47211791276932,"c(2.31967492406661, 48.8817346052549)",46
0750664P,Lycée général et technologique Racine,75,Paris 08,75008,secondaire,36.693509377241135,20.49435372235176,12.49040334623307,"c(2.32229081093305, 48.8764559514548)",46
0750667T,Lycée général Condorcet,75,Paris 09,75009,secondaire,57.22015469074249,28.189414029622668,17.616064970195293,"c(2.32681714257005, 48.874794332442)",68
0750668U,Lycée général Jacques Decour,75,Paris 09,75009,secondaire,37.10452090382575,20.54133742637901,12.530818379926496,"c(2.3434114134423, 48.8814831208704)",68
0750669V,Lycée général Jules Ferry,75,Paris 09,75009,secondaire,82.98928731679916,34.69815736269337,18.675474046468736,"c(2.32908773900135, 48.8840684296779)",68
0750670W,Lycée général Lamartine,75,Paris 09,75009,secondaire,46.386872230768205,24.085978350946327,14.312634091079236,"c(2.34908875146679, 48.8783691567661)",68
0750671X,Lycée polyvalent Edgar Quinet,75,Paris 09,75009,secondaire,37.2015570551157,20.585473947303957,12.705031741261482,"c(2.33986895271188, 48.8812576934862)",68
0750672Y,Lycée technologique Duperré Ecole Supérieure des Arts Appliqués,75,Paris 03,75003,secondaire,38.45365473628044,21.137953494763405,13.146470274329186,"c(2.36203669322918, 48.8651115684007)",41
0750673Z,Lycée général Colbert,75,Paris 10,75010,secondaire,43.91326319336891,22.84683083296847,13.783934593200684,"c(2.36340986823141, 48.8826973029045)",93
0750674A,Lycée technologique Jules Siegfried,75,Paris 10,75010,secondaire,37.86318457365036,20.81806430446887,12.92729332372546,"c(2.34996743584885, 48.8789773838635)",93
0750675B,Lycée général et technologique Voltaire,75,Paris 11,75011,secondaire,40.5591048014164,22.08242283659228,13.283120666742326,"c(2.38450785576327, 48.8635285849174)",130
0750676C,"Lycée polyvalent Dorian - Lycée des métiers de la mécatronique, de la topographie et de la verrerie",75,Paris 11,75011,secondaire,39.67587797164917,21.87472650703655,13.550583070516588,"c(2.39228800347032, 48.8543374607391)",130
0750677D,Lycée polyvalent Elisa Lemonnier,75,Paris 12,75012,secondaire,35.25416547636968,20.506658822698533,12.508451831340787,"c(2.40950682466318, 48.8366254371638)",131
